location,lat,lon,country,file
Brandon,45.9652,-95.5987,us,13
Douglas County,45.9333,-95.4503,us,13
Elbow Lake,45.9941,-95.9767,us,14
Alexandria,38.8048,-77.0469,us,15
Alexandria,38.8048,-77.0469,us,15
Alexandria,38.8048,-77.0469,us,15
Virginia,37.5481,-77.4467,us,15
Virginia,37.5481,-77.4467,us,15
Virginia,37.5481,-77.4467,us,15
Alexandria,38.8048,-77.0469,us,15
Alexandria,38.8048,-77.0469,us,15
Alexandria,38.8048,-77.0469,us,15
Alexandria,38.8048,-77.0469,us,15
Virginia,37.5481,-77.4467,us,15
Alexandria,38.8048,-77.0469,us,15
America,39.76,-98.5,us,16
Alexandria,38.8048,-77.0469,us,16
Denver,39.7392,-104.985,us,16
Indianapolis,39.7684,-86.158,us,16
Louisville,38.2542,-85.7594,us,16
Ky.,38.2004,-84.8776,us,16
New Haven,41.3082,-72.9282,us,16
Conn.,41.667,-72.6665,us,16
Sioux Falls,43.55,-96.7003,us,16
S.D.,44.5003,-100.251,us,16
Surprise,33.6306,-112.333,us,16
Ariz.,34.5003,-111.501,us,16
Alexandria,38.8048,-77.0469,us,16
Indianapolis,39.7684,-86.158,us,16
Louisville,38.2542,-85.7594,us,16
New Haven,41.3082,-72.9282,us,16
Sioux Falls,43.55,-96.7003,us,16
Alexandria,38.8048,-77.0469,us,17
Alexandria,38.8048,-77.0469,us,17
Alexandria,38.8048,-77.0469,us,17
Alexandria,38.8048,-77.0469,us,17
Alexandria,38.8048,-77.0469,us,18
Alexandria,38.8048,-77.0469,us,19
Washington,38.8951,-77.0364,us,19
D.C.,38.9171,-77.0003,us,19
New York City,40.7143,-74.006,us,19
Alexandria,38.8048,-77.0469,us,19
D.C.,38.9171,-77.0003,us,19
D.C.,38.9171,-77.0003,us,19
D.C.,38.9171,-77.0003,us,19
Alexandria,38.8048,-77.0469,us,19
Alexandria,38.8048,-77.0469,us,19
Virginia,37.5481,-77.4467,us,20
Alexandria,38.8048,-77.0469,us,20
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Darfur,13.0,25.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Egypt,27.0,30.0,eg,21
Sudanese,15.0,30.0,sd,21
Cairo,30.05,31.25,eg,21
Sudan,15.0,30.0,sd,21
Chinese,35.0,105.0,cn,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Africa,7.1881,21.0938,nan,21
Sudan,15.0,30.0,sd,21
African,7.1881,21.0938,nan,21
Darfur,13.0,25.0,sd,21
Egyptian,27.0,30.0,eg,21
Darfur,13.0,25.0,sd,21
Darfur,13.0,25.0,sd,21
Egyptian,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Darfur,13.0,25.0,sd,21
Sudanese,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudanese,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Egyptian,27.0,30.0,eg,21
Sudanese,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudanese,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Khartoum,15.5881,32.5342,sd,21
Egyptian,27.0,30.0,eg,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Egypt,27.0,30.0,eg,21
Sudan,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Sudanese,15.0,30.0,sd,21
Sudan,15.0,30.0,sd,21
Alexandria,31.1981,29.9192,eg,21
Sudanese,15.0,30.0,sd,21
Darfur,13.0,25.0,sd,21
Sri Lankan,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sinhalese,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sinhalese,7.0,81.0,lk,22
Sinhalese,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Akuressa,6.09639,80.4808,lk,22
Matara,5.94861,80.5428,lk,22
Sri Lankan,7.0,81.0,lk,22
Colombo,6.93194,79.8478,lk,22
Sri Lankan,7.0,81.0,lk,22
Sinhalese,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sinhalese,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sri Lankan,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Sri Lanka,7.0,81.0,lk,22
Zamalek,30.0667,31.2167,eg,23
Zamalek,30.0667,31.2167,eg,23
Zamalek,30.0667,31.2167,eg,23
Zamalek,30.0667,31.2167,eg,23
Zamalek,30.0667,31.2167,eg,23
Port Said,31.2598,32.3005,eg,23
Tunisia,34.0,9.0,tn,23
Ismailia,30.6047,32.2769,eg,23
Egypt,27.0,30.0,eg,24
Middle East,33.1391,35.8587,nan,24
Egypt,27.0,30.0,eg,24
Egyptian,27.0,30.0,eg,24
US,39.76,-98.5,us,24
Egyptian,27.0,30.0,eg,24
US,39.76,-98.5,us,24
Egyptian,27.0,30.0,eg,24
Israeli,31.5,34.75,il,24
Middle East,33.1391,35.8587,nan,24
Iraq,33.0,44.0,iq,24
Kuwait,29.5,47.75,kw,24
Egypt,27.0,30.0,eg,24
Egypt,27.0,30.0,eg,24
Egypt,27.0,30.0,eg,24
Palestinian,31.9216,35.2033,ps,24
Israeli,31.5,34.75,il,24
US,39.76,-98.5,us,24
Palestinian,31.9216,35.2033,ps,24
US,39.76,-98.5,us,24
Palestinian,31.9216,35.2033,ps,24
Israel,31.5,34.75,il,24
Israel,31.5,34.75,il,24
West Bank,31.6667,35.25,ps,24
Jerusalem,31.7667,35.2333,il,24
US,39.76,-98.5,us,24
Palestinian,31.9216,35.2033,ps,24
Egypt,27.0,30.0,eg,24
Iraq,33.0,44.0,iq,24
US,39.76,-98.5,us,24
Iran,32.0,53.0,ir,24
Egyptian,27.0,30.0,eg,24
American,39.76,-98.5,us,24
Egypt,27.0,30.0,eg,24
Egyptian,27.0,30.0,eg,24
Egyptian,27.0,30.0,eg,24
US,39.76,-98.5,us,24
Egypt,27.0,30.0,eg,24
Washington,38.8951,-77.0364,us,24
US,39.76,-98.5,us,24
US,39.76,-98.5,us,24
Israeli,31.5,34.75,il,24
Israel,31.5,34.75,il,24
Iraq,33.0,44.0,iq,24
Iranian,32.0,53.0,ir,24
Egyptian,27.0,30.0,eg,24
US,39.76,-98.5,us,24
US,39.76,-98.5,us,24
Egypt,27.0,30.0,eg,24
Americans,39.76,-98.5,us,24
Egypt,27.0,30.0,eg,24
Egypt,27.0,30.0,eg,24
US,39.76,-98.5,us,24
Egypt,27.0,30.0,eg,24
Washington,38.8951,-77.0364,us,24
Cairo,30.05,31.25,eg,24
Middle East,33.1391,35.8587,nan,25
Israel,31.5,34.75,il,25
Israel,31.5,34.75,il,25
Palestinian,31.9216,35.2033,ps,25
Gaza,31.5,34.4667,ps,25
Egypt,27.0,30.0,eg,25
Israel,31.5,34.75,il,25
Palestinian,31.9216,35.2033,ps,25
Israel,31.5,34.75,il,25
Iran,32.0,53.0,ir,25
Syria,35.0,38.0,sy,25
Iran,32.0,53.0,ir,25
Washington,38.8951,-77.0364,us,25
Syrians,35.0,38.0,sy,25
Damascus,33.5,36.3,sy,25
Tehran,35.6719,51.4244,ir,25
Syrians,35.0,38.0,sy,25
Washington,38.8951,-77.0364,us,25
US,39.76,-98.5,us,25
Palestinians,31.9216,35.2033,ps,25
Israel,31.5,34.75,il,25
Palestinians,31.9216,35.2033,ps,25
Israel,31.5,34.75,il,25
Tehran,35.6719,51.4244,ir,25
Washington,38.8951,-77.0364,us,25
Iranian,32.0,53.0,ir,25
Israeli,31.5,34.75,il,25
Iran,32.0,53.0,ir,25
Israel,31.5,34.75,il,25
Sharm El-Sheikh,27.8636,34.2881,eg,25
Gaza,31.5,34.4667,ps,25
Americans,39.76,-98.5,us,25
Israeli,31.5,34.75,il,25
Israel,31.5,34.75,il,25
Washington,38.8951,-77.0364,us,25
Washington,38.8951,-77.0364,us,25
Tehran,35.6719,51.4244,ir,25
Iran,32.0,53.0,ir,25
Israel,31.5,34.75,il,25
Gaza,31.5,34.4667,ps,25
Iran,32.0,53.0,ir,25
Israeli,31.5,34.75,il,25
Israeli,31.5,34.75,il,25
Egyptian,27.0,30.0,eg,25
Palestine,31.9216,35.2033,ps,25
Palestinian,31.9216,35.2033,ps,25
Israel,31.5,34.75,il,25
Palestinians,31.9216,35.2033,ps,25
Washington,38.8951,-77.0364,us,25
Cairo,30.05,31.25,eg,25
Rolling Meadows,42.0842,-88.0131,us,26
Rolling Meadows,42.0842,-88.0131,us,26
Rolling Meadows,42.0842,-88.0131,us,26
Chicago,41.85,-87.6501,us,26
DuPage County,41.8334,-88.0834,us,27
Lombard,41.88,-88.0078,us,27
Lombard,41.88,-88.0078,us,27
Lombard,41.88,-88.0078,us,27
Lombard,41.88,-88.0078,us,27
Lombard,41.88,-88.0078,us,27
Roselle,41.9847,-88.0798,us,27
Roselle,41.9847,-88.0798,us,27
Illinois,40.0003,-89.2504,us,27
Roselle,41.9847,-88.0798,us,27
DuPage,41.8334,-88.0834,us,27
Bensenville,41.955,-87.9401,us,27
Canada,60.0,-96.0,ca,27
Canada,60.0,-96.0,ca,27
Glen Ellyn,41.8775,-88.067,us,27
Canadian,60.0,-96.0,ca,27
Schaumburg,42.0334,-88.0834,us,28
Schaumburg,42.0334,-88.0834,us,28
Schaumburg,42.0334,-88.0834,us,28
Northbrook,42.1275,-87.829,us,28
Ill.,40.0003,-89.2504,us,29
HUDSON,40.6059,-88.9873,us,29
Illinois,40.0003,-89.2504,us,29
Macon County,39.8667,-88.9667,us,29
McLean County,40.4834,-88.8334,us,29
McLean County,40.4834,-88.8334,us,29
Illinois,40.0003,-89.2504,us,29
Des Plaines,42.0334,-87.8834,us,30
Milwaukee,43.0389,-87.9065,us,30
Chicago,41.85,-87.6501,us,30
Kenyan,1.0,38.0,ke,30
Pewaukee,43.0806,-88.2612,us,30
U.S.,39.76,-98.5,us,30
Kenyan,1.0,38.0,ke,30
U.S.,39.76,-98.5,us,30
Chicago,41.85,-87.6501,us,30
Bolingbrook,41.6986,-88.0684,us,30
Ill.,40.0003,-89.2504,us,30
Pewaukee,43.0806,-88.2612,us,30
Kenya,1.0,38.0,ke,30
Joliet,41.525,-88.0817,us,31
Tarrant County,32.7668,-97.3003,us,32
Fort Worth,32.7254,-97.3208,us,32
Texas,31.2504,-99.2506,us,32
Texas,31.2504,-99.2506,us,32
Texas,31.2504,-99.2506,us,32
Tarrant County,32.7668,-97.3003,us,32
Arlington,32.7357,-97.1081,us,33
Ohio,40.2503,-83.0002,us,33
Cancun,21.1743,-86.8466,mx,33
Arlington,32.7357,-97.1081,us,33
Tarrant County,32.7668,-97.3003,us,33
Wintersville,40.3753,-80.7037,us,33
Ohio,40.2503,-83.0002,us,33
Arlington,32.7357,-97.1081,us,33
Fort Worth,32.7254,-97.3208,us,33
Texas,31.2504,-99.2506,us,33
Grand Prairie,32.746,-96.9978,us,33
Texas,31.2504,-99.2506,us,33
Texas,31.2504,-99.2506,us,33
Mansfield,32.5632,-97.1417,us,34
MANSFIELD,32.5632,-97.1417,us,34
Mansfield,32.5632,-97.1417,us,34
Mansfield,32.5632,-97.1417,us,35
MANSFIELD,32.5632,-97.1417,us,35
Mansfield,32.5632,-97.1417,us,35
Mansfield,32.5632,-97.1417,us,35
Mansfield,32.5632,-97.1417,us,35
Mansfield,32.5632,-97.1417,us,35
Fort Worth,32.7254,-97.3208,us,36
Eastland County,32.3335,-98.8337,us,36
Eastland,32.3335,-98.8337,us,36
Callahan,32.3001,-99.367,us,36
Texas,31.2504,-99.2506,us,36
Arlington,32.7357,-97.1081,us,37
ARLINGTON,32.7357,-97.1081,us,37
Iran,32.0,53.0,ir,37
Kermanshah,34.5,47.0,ir,37
Southlake,32.9412,-97.1342,us,37
Iran,32.0,53.0,ir,37
Texas,31.2504,-99.2506,us,37
United States,39.76,-98.5,us,37
Islamic Republic,32.0,53.0,ir,37
Iran,32.0,53.0,ir,37
Iran,32.0,53.0,ir,37
Arlington,32.7357,-97.1081,us,37
Arlington,32.7357,-97.1081,us,37
Houston,29.7633,-95.3633,us,37
Southlake,32.9412,-97.1342,us,37
Colleyville,32.881,-97.155,us,37
California,37.2502,-119.751,us,37
Arlington,32.7357,-97.1081,us,38
ARLINGTON,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,38
Arlington,32.7357,-97.1081,us,39
Arlington,32.7357,-97.1081,us,39
Arlington,32.7357,-97.1081,us,39
Arlington,32.7357,-97.1081,us,39
Arlington,32.7357,-97.1081,us,40
Arlington,32.7357,-97.1081,us,40
Arlington,32.7357,-97.1081,us,40
Arlington,32.7357,-97.1081,us,40
Grand Prairie,32.746,-96.9978,us,41
Grand Prairie,32.746,-96.9978,us,41
Arlington,32.7357,-97.1081,us,41
Tarrant County,32.7668,-97.3003,us,41
Arlington,32.7357,-97.1081,us,41
Grand Prairie,32.746,-96.9978,us,41
Arlington,32.7357,-97.1081,us,41
Fort Worth,32.7254,-97.3208,us,41
Dallas,32.7831,-96.8067,us,42
Mexico,23.0,-102.0,mx,42
Arlington,32.7357,-97.1081,us,42
U.S.,39.76,-98.5,us,42
Italian,42.8333,12.8333,it,42
Texas,31.2504,-99.2506,us,43
Texas,31.2504,-99.2506,us,43
Texas,31.2504,-99.2506,us,43
Georgia,32.7504,-83.5002,us,44
Clarke County,33.9501,-83.3832,us,44
Oconee County,33.8335,-83.4332,us,44
Georgia,32.7504,-83.5002,us,44
Jackson,34.1334,-83.5666,us,44
Barrow,33.9834,-83.7166,us,44
Barrow County,33.9834,-83.7166,us,44
Clarke,33.9501,-83.3832,us,44
Oconee,33.8335,-83.4332,us,44
Barrow,33.9834,-83.7166,us,44
Jackson,34.1334,-83.5666,us,44
Madison,34.1334,-83.2165,us,44
Georgia,32.7504,-83.5002,us,44
Washington,38.8951,-77.0364,us,44
Georgia,32.7504,-83.5002,us,44
Athens,33.9609,-83.3779,us,45
Clarke County,33.9501,-83.3832,us,45
Athens,33.9609,-83.3779,us,45
Georgia,32.7504,-83.5002,us,46
Barrow County,33.9834,-83.7166,us,46
U.S.,39.76,-98.5,us,46
Jackson County,34.1334,-83.5666,us,46
Athens,33.9609,-83.3779,us,47
Clarke,33.9501,-83.3832,us,47
Madison,34.1334,-83.2165,us,47
Oconee,33.8335,-83.4332,us,47
Oglethorpe,33.8668,-83.0832,us,47
Georgia,32.7504,-83.5002,us,47
Barrow,33.9834,-83.7166,us,47
Jackson,34.1334,-83.5666,us,47
ROSWELL,34.0232,-84.3616,us,48
Roswell,34.0232,-84.3616,us,48
Roswell,34.0232,-84.3616,us,48
MONROE,33.7948,-83.7132,us,49
Georgia,32.7504,-83.5002,us,49
Monroe,33.7948,-83.7132,us,49
Walton County,33.7668,-83.7332,us,49
Atlanta,33.749,-84.388,us,49
Walton County,33.7668,-83.7332,us,49
Walton,33.7668,-83.7332,us,49
Oconee,33.8335,-83.4332,us,49
Walton County,33.7668,-83.7332,us,49
Gratis,33.8826,-83.6632,us,49
Athens,33.9609,-83.3779,us,50
Clarke,33.9501,-83.3832,us,50
Clarke County,33.9501,-83.3832,us,50
Clarke County,33.9501,-83.3832,us,50
Augusta,33.471,-81.9748,us,50
Madison,34.1334,-83.2165,us,51
DANIELSVILLE,34.1243,-83.2213,us,51
Madison County,34.1334,-83.2165,us,51
Athens,32.2049,-95.8555,us,52
Henderson County,32.2002,-95.8336,us,52
Athens,32.2049,-95.8555,us,52
Henderson County,32.2002,-95.8336,us,53
Texas,31.2504,-99.2506,us,53
Athens,32.2049,-95.8555,us,53
Frankston,32.0527,-95.5063,us,53
Athens,32.2049,-95.8555,us,53
Frankston,32.0527,-95.5063,us,53
Henderson County,32.2002,-95.8336,us,53
Henderson County,32.2002,-95.8336,us,53
Athens,32.2049,-95.8555,us,54
Henderson County,32.2002,-95.8336,us,54
Athens,32.2049,-95.8555,us,54
Athens,32.2049,-95.8555,us,55
Athens,32.2049,-95.8555,us,55
Athens,32.2049,-95.8555,us,55
Athens,32.2049,-95.8555,us,55
CORSICANA,32.0954,-96.4689,us,56
Henderson County,32.2002,-95.8336,us,56
Navarro County,32.0502,-96.4669,us,56
Gun Barrel City,32.3346,-96.1514,us,56
Kaufman County,32.6001,-96.3003,us,56
U.S.,39.76,-98.5,us,56
Kaufman County,32.6001,-96.3003,us,56
Kaufman County,32.6001,-96.3003,us,56
Navarro County,32.0502,-96.4669,us,56
Corsicana,32.0954,-96.4689,us,56
Navarro,32.0502,-96.4669,us,56
Brownsboro,32.3024,-95.6136,us,57
Henderson County,32.2002,-95.8336,us,57
Brownsboro,32.3024,-95.6136,us,57
Decatur,35.5148,-84.7902,us,58
Loudon Co.,35.7334,-84.3166,us,59
Athens,35.4429,-84.593,us,60
Athens,35.4429,-84.593,us,60
Athens,35.4429,-84.593,us,61
Athens,35.4429,-84.593,us,61
Knox Park,35.4504,-84.5772,us,61
Knoxville,35.9606,-83.9207,us,62
Chattanooga,35.0456,-85.3097,us,62
McMinn County,35.4334,-84.5999,us,62
Kentucky,38.2004,-84.8776,us,63
Georgia,32.7504,-83.5002,us,63
Athens,35.4429,-84.593,us,63
Athens,35.4429,-84.593,us,63
Ten Mile,35.6667,-84.6647,us,64
McMinn County,35.4334,-84.5999,us,65
Athens,35.4429,-84.593,us,65
McMinn County,35.4334,-84.5999,us,65
Etowah,35.3234,-84.5249,us,65
Niota,35.5134,-84.5452,us,66
Nashville,36.1659,-86.7844,us,66
Nashville,36.1659,-86.7844,us,66
Nashville,36.1659,-86.7844,us,66
Miami,25.7743,-80.1937,us,66
Alton,38.8906,-90.1843,us,67
Indiana,40.0003,-86.2503,us,67
Vanderburgh,38.0828,-87.5506,us,67
Ind.,40.0003,-86.2503,us,67
Evansville,37.9748,-87.5558,us,67
Madison County,38.8334,-89.9001,us,67
Alton,38.8906,-90.1843,us,67
Illinois,40.0003,-89.2504,us,67
Vanderburgh County,38.0828,-87.5506,us,67
Godfrey,38.9556,-90.1868,us,67
Glen Carbon,38.7484,-89.9832,us,68
Edwardsville,38.8114,-89.9532,us,68
Illinois,40.0003,-89.2504,us,68
Edwardsville,38.8114,-89.9532,us,68
Edwardsville,38.8114,-89.9532,us,68
Edwardsville,38.8114,-89.9532,us,68
Glen Carbon,38.7484,-89.9832,us,68
Edwardsville,38.8114,-89.9532,us,68
Glen Carbon,38.7484,-89.9832,us,68
Glen Carbon,38.7484,-89.9832,us,68
Maryville,38.7237,-89.9559,us,69
Maryville,38.7237,-89.9559,us,69
Fort Worth,32.7254,-97.3208,us,69
Texas,31.2504,-99.2506,us,69
Maryville,38.7237,-89.9559,us,69
Fort Worth,32.7254,-97.3208,us,69
Maryville,38.7237,-89.9559,us,69
Maryville,38.7237,-89.9559,us,69
Fort Worth,32.7254,-97.3208,us,69
Maryville,38.7237,-89.9559,us,69
Fort Worth,32.7254,-97.3208,us,69
Madison County,38.8334,-89.9001,us,70
Madison County,38.8334,-89.9001,us,70
Madison County,38.8334,-89.9001,us,70
ATLANTA,33.749,-84.388,us,71
Georgia,32.7504,-83.5002,us,71
Georgia,32.7504,-83.5002,us,71
Arizona,34.5003,-111.501,us,71
Chicago,41.85,-87.6501,us,71
Georgia,32.7504,-83.5002,us,71
Rochester,43.1548,-77.6156,us,71
Oregon,44.0001,-120.501,us,71
Washington,47.5001,-120.501,us,71
Georgia,32.7504,-83.5002,us,71
COLUMBIA,34.0007,-81.0348,us,72
South Carolina,34.0004,-81.0001,us,72
Alaska,64.0003,-150.0,us,72
Nevada,39.2502,-116.751,us,72
South Carolina,34.0004,-81.0001,us,72
South Carolina,34.0004,-81.0001,us,72
S.C.,34.0004,-81.0001,us,72
Florence,34.1954,-79.7626,us,72
Augusta,33.471,-81.9748,us,73
New York,43.0003,-75.4999,us,73
Augusta,33.471,-81.9748,us,73
Augusta,33.471,-81.9748,us,73
New York,43.0003,-75.4999,us,73
Augusta,33.471,-81.9748,us,73
Augusta,33.471,-81.9748,us,73
New York City,40.7143,-74.006,us,73
Columbia County,33.5501,-82.2504,us,74
Richmond County,33.3668,-82.0998,us,74
Grovetown,33.4504,-82.1982,us,74
Martinez,33.5174,-82.0757,us,74
Augusta,33.471,-81.9748,us,74
Richmond County,33.3668,-82.0998,us,74
Harlem,33.4146,-82.3126,us,75
Columbia County,33.5501,-82.2504,us,75
Harlem,33.4146,-82.3126,us,75
Grovetown,33.4504,-82.1982,us,75
Monroeville,31.5279,-87.3247,us,75
Ala.,32.7504,-86.7503,us,75
Washington,38.8951,-77.0364,us,75
D.C.,38.9171,-77.0003,us,75
Grovetown,33.4504,-82.1982,us,75
Newton County,33.5501,-83.8499,us,75
Ga.,32.7504,-83.5002,us,75
Harlem,33.4146,-82.3126,us,75
Grovetown,33.4504,-82.1982,us,75
Alabama,32.7504,-86.7503,us,75
Harlem,33.4146,-82.3126,us,75
Columbia County,33.5501,-82.2504,us,75
ATLANTA,33.749,-84.388,us,76
Georgia,32.7504,-83.5002,us,76
Georgia,32.7504,-83.5002,us,76
Atlanta,33.749,-84.388,us,76
Georgia,32.7504,-83.5002,us,76
Atlanta,33.749,-84.388,us,76
America,39.76,-98.5,us,76
Texas,31.2504,-99.2506,us,76
Georgia,32.7504,-83.5002,us,76
Atlanta,33.749,-84.388,us,76
Ga.,32.7504,-83.5002,us,77
ATLANTA,33.749,-84.388,us,77
Atlanta,33.749,-84.388,us,77
Decatur,33.7748,-84.2963,us,77
Atlanta,33.749,-84.388,us,77
Decatur,39.8403,-88.9548,us,77
Atlanta,33.749,-84.388,us,77
FALLS VILLAGE,41.9559,-73.3632,us,78
